ego_start_x,ego_start_speed,target_start_x,target_start_speed,target_decel,target_decel_trigger
35.0,115.0,220.0,40.0,-2.5,39.0
21.0,5.0,260.0,95.0,-2.5,35.0
103.0,80.0,215.0,80.0,-0.5,17.0
9.0,55.0,250.0,40.0,0.0,34.0
97.0,25.0,295.0,5.0,-3.5,34.0
5.0,125.0,265.0,50.0,-2.0,33.0
23.0,125.0,265.0,45.0,-1.0,21.0
173.0,95.0,250.0,0.0,-3.5,17.0
195.0,5.0,285.0,85.0,-2.0,13.0
21.0,80.0,180.0,45.0,-1.0,28.0
199.0,30.0,290.0,55.0,-5.0,24.0
47.0,115.0,185.0,55.0,-6.0,35.0
107.0,135.0,130.0,50.0,-2.0,33.0
131.0,35.0,285.0,5.0,-4.5,38.0
15.0,110.0,135.0,40.0,-3.0,39.0
43.0,60.0,70.0,0.0,-0.5,21.0
91.0,125.0,80.0,65.0,-1.0,25.0
153.0,5.0,135.0,5.0,-0.5,25.0
87.0,15.0,135.0,15.0,-2.0,20.0
99.0,55.0,140.0,60.0,0.0,18.0
119.0,45.0,265.0,90.0,-1.5,27.0
171.0,20.0,200.0,25.0,-1.0,29.0
189.0,50.0,225.0,15.0,-1.0,23.0
139.0,15.0,235.0,80.0,-1.0,15.0
43.0,60.0,185.0,80.0,-4.0,31.0
127.0,50.0,180.0,5.0,-1.0,35.0
95.0,140.0,280.0,85.0,-4.0,29.0
17.0,85.0,125.0,35.0,-0.5,15.0
71.0,145.0,85.0,60.0,-1.5,24.0
35.0,95.0,290.0,50.0,-5.5,20.0
41.0,35.0,120.0,50.0,0.0,27.0
147.0,125.0,90.0,45.0,-3.0,27.0
179.0,5.0,80.0,35.0,-4.5,33.0
71.0,65.0,170.0,65.0,-5.5,39.0
131.0,45.0,200.0,50.0,-0.5,13.0
163.0,140.0,135.0,60.0,-4.0,21.0
7.0,20.0,285.0,20.0,-3.5,26.0
187.0,70.0,215.0,30.0,-5.5,35.0
169.0,5.0,110.0,100.0,-4.5,29.0
9.0,85.0,60.0,75.0,-2.0,12.0
61.0,125.0,105.0,65.0,-1.5,34.0
149.0,130.0,255.0,85.0,-4.5,13.0
115.0,90.0,240.0,85.0,-0.5,18.0
9.0,45.0,205.0,15.0,-5.0,17.0
109.0,0.0,115.0,85.0,-4.0,36.0
73.0,100.0,45.0,90.0,-4.5,18.0
107.0,5.0,170.0,95.0,-1.0,26.0
159.0,95.0,50.0,25.0,-0.5,39.0
11.0,25.0,230.0,0.0,-2.5,24.0
133.0,80.0,280.0,80.0,-1.0,35.0
157.0,125.0,265.0,95.0,-6.0,14.0
3.0,120.0,240.0,55.0,-5.0,35.0
91.0,70.0,190.0,5.0,-1.5,32.0
187.0,40.0,170.0,75.0,-4.0,30.0
151.0,30.0,140.0,15.0,-5.0,37.0
35.0,110.0,185.0,40.0,-5.0,33.0
51.0,150.0,265.0,100.0,-0.5,28.0
189.0,85.0,95.0,60.0,-2.0,19.0
27.0,110.0,290.0,90.0,-5.0,33.0
167.0,135.0,55.0,20.0,-6.0,24.0
157.0,45.0,200.0,0.0,-2.5,31.0
165.0,100.0,255.0,65.0,-2.5,24.0
93.0,135.0,180.0,30.0,-2.0,24.0
1.0,55.0,265.0,90.0,-2.0,20.0
109.0,50.0,230.0,95.0,-3.0,26.0
147.0,135.0,280.0,50.0,-5.5,15.0
25.0,70.0,210.0,60.0,-1.0,22.0
57.0,70.0,40.0,50.0,-3.5,37.0
197.0,15.0,205.0,50.0,-2.0,18.0
85.0,90.0,45.0,75.0,-1.5,19.0
161.0,35.0,275.0,25.0,-2.0,40.0
43.0,70.0,290.0,10.0,-0.5,28.0
195.0,145.0,65.0,15.0,-3.0,36.0
93.0,145.0,35.0,70.0,0.0,24.0
129.0,55.0,110.0,95.0,-3.0,22.0
187.0,80.0,165.0,20.0,-3.0,28.0
195.0,30.0,295.0,40.0,-5.0,35.0
157.0,70.0,210.0,60.0,0.0,20.0
153.0,50.0,235.0,50.0,-3.5,39.0
37.0,45.0,140.0,40.0,-3.5,31.0
165.0,110.0,230.0,60.0,-5.5,16.0
127.0,50.0,80.0,90.0,-3.0,37.0
141.0,5.0,295.0,40.0,-1.0,14.0
19.0,65.0,40.0,10.0,-3.0,18.0
135.0,60.0,100.0,95.0,-1.5,16.0
127.0,120.0,215.0,90.0,-5.0,28.0
93.0,35.0,185.0,30.0,-4.0,34.0
65.0,50.0,180.0,80.0,0.0,21.0
179.0,115.0,90.0,85.0,-3.0,21.0
89.0,110.0,155.0,25.0,-5.0,33.0
25.0,100.0,40.0,35.0,-6.0,35.0
5.0,140.0,235.0,20.0,-3.0,30.0
145.0,35.0,75.0,85.0,-3.5,36.0
75.0,10.0,175.0,50.0,-0.5,14.0
103.0,130.0,210.0,20.0,-3.5,39.0
143.0,115.0,275.0,20.0,-2.5,33.0
81.0,105.0,235.0,10.0,-4.0,36.0
105.0,80.0,55.0,70.0,-1.5,20.0
45.0,35.0,265.0,30.0,-1.0,27.0
83.0,50.0,285.0,25.0,0.0,20.0
99.0,130.0,190.0,75.0,-1.0,17.0
163.0,30.0,35.0,55.0,-1.5,32.0
63.0,130.0,100.0,100.0,-3.5,30.0
189.0,100.0,100.0,85.0,-3.5,36.0
187.0,130.0,150.0,20.0,-4.0,23.0
137.0,130.0,30.0,70.0,-1.5,18.0
13.0,35.0,105.0,95.0,-2.5,24.0
41.0,85.0,220.0,70.0,-0.5,20.0
195.0,80.0,220.0,55.0,-3.5,28.0
33.0,45.0,210.0,25.0,-1.0,28.0
47.0,55.0,275.0,50.0,-1.0,26.0
55.0,135.0,280.0,5.0,-2.0,40.0
27.0,40.0,260.0,75.0,-4.0,23.0
167.0,110.0,100.0,75.0,-1.5,38.0
153.0,65.0,295.0,40.0,-6.0,15.0
71.0,55.0,175.0,10.0,-4.5,25.0
85.0,80.0,185.0,15.0,-5.5,17.0
177.0,20.0,130.0,55.0,-3.0,30.0
169.0,10.0,150.0,30.0,-4.5,18.0
45.0,65.0,240.0,70.0,-2.5,36.0
13.0,90.0,270.0,35.0,-5.5,25.0
21.0,130.0,175.0,85.0,-4.5,16.0
59.0,100.0,125.0,30.0,-1.5,17.0
81.0,60.0,190.0,5.0,-2.0,12.0
171.0,85.0,260.0,45.0,-3.5,12.0
23.0,115.0,60.0,65.0,-3.5,36.0
73.0,35.0,150.0,50.0,-1.5,35.0
47.0,100.0,240.0,50.0,-5.5,15.0
157.0,105.0,215.0,70.0,-1.5,28.0
137.0,50.0,70.0,90.0,-4.5,33.0
27.0,50.0,205.0,15.0,-3.0,31.0
123.0,120.0,295.0,35.0,-5.0,36.0
133.0,95.0,205.0,70.0,0.0,28.0
13.0,65.0,195.0,55.0,-3.5,38.0
177.0,80.0,210.0,60.0,-5.5,25.0
171.0,15.0,205.0,65.0,-1.0,13.0
59.0,40.0,120.0,5.0,-2.5,30.0
183.0,105.0,100.0,85.0,-2.5,29.0
15.0,100.0,170.0,20.0,-5.5,32.0
13.0,50.0,145.0,70.0,-3.0,29.0
181.0,50.0,70.0,5.0,-4.5,15.0
129.0,135.0,60.0,90.0,-2.0,38.0
105.0,10.0,265.0,5.0,-0.5,15.0
13.0,145.0,200.0,10.0,-0.5,15.0
67.0,50.0,65.0,75.0,-2.0,22.0
95.0,10.0,220.0,40.0,-2.5,21.0
101.0,60.0,260.0,100.0,-4.5,35.0
183.0,140.0,170.0,40.0,-5.0,32.0
85.0,40.0,40.0,40.0,-4.5,14.0
197.0,25.0,115.0,25.0,-4.5,22.0
67.0,105.0,90.0,90.0,-2.5,35.0
25.0,140.0,115.0,65.0,-3.0,18.0
117.0,65.0,100.0,25.0,-2.0,12.0
191.0,20.0,240.0,5.0,-3.5,19.0
79.0,120.0,170.0,5.0,-1.0,28.0
35.0,30.0,265.0,30.0,-3.0,38.0
191.0,30.0,215.0,70.0,-0.5,30.0
191.0,80.0,205.0,90.0,-6.0,30.0
155.0,75.0,120.0,45.0,-2.0,31.0
121.0,120.0,105.0,60.0,-4.0,22.0
129.0,5.0,130.0,35.0,-3.5,13.0
9.0,110.0,110.0,85.0,-2.0,31.0
33.0,130.0,145.0,55.0,-5.5,28.0
161.0,120.0,165.0,35.0,0.0,18.0
7.0,115.0,290.0,65.0,-1.5,39.0
135.0,75.0,135.0,40.0,-4.0,15.0
181.0,95.0,140.0,70.0,-4.0,16.0
49.0,70.0,180.0,45.0,-0.5,18.0
149.0,30.0,180.0,25.0,-3.5,18.0
13.0,120.0,270.0,60.0,-3.0,25.0
25.0,30.0,95.0,50.0,-5.5,14.0
143.0,30.0,65.0,70.0,-0.5,25.0
37.0,60.0,175.0,15.0,-4.0,26.0
57.0,25.0,230.0,0.0,-3.5,17.0
17.0,65.0,125.0,50.0,-2.5,32.0
135.0,5.0,195.0,60.0,-1.5,22.0
185.0,105.0,140.0,10.0,-2.5,36.0
195.0,75.0,145.0,40.0,-3.0,37.0
47.0,125.0,185.0,75.0,-3.5,37.0
65.0,15.0,115.0,90.0,-6.0,31.0
133.0,125.0,240.0,75.0,-5.5,18.0
27.0,45.0,295.0,95.0,-5.5,28.0
25.0,10.0,165.0,0.0,-3.5,33.0
19.0,95.0,205.0,5.0,-2.5,15.0
137.0,70.0,90.0,50.0,-0.5,27.0
123.0,70.0,75.0,90.0,-2.0,20.0
145.0,50.0,230.0,60.0,-4.0,39.0
127.0,75.0,220.0,85.0,-0.5,37.0
119.0,35.0,105.0,100.0,-5.0,30.0
39.0,65.0,200.0,100.0,0.0,38.0
67.0,135.0,290.0,35.0,-4.0,14.0
123.0,145.0,270.0,90.0,-4.0,12.0
17.0,105.0,120.0,80.0,-6.0,32.0
101.0,150.0,80.0,25.0,-3.0,22.0
139.0,5.0,190.0,35.0,-4.5,22.0
149.0,5.0,280.0,60.0,-2.5,21.0
63.0,25.0,215.0,65.0,-3.5,17.0
19.0,105.0,180.0,30.0,-3.5,39.0
43.0,10.0,110.0,30.0,-3.5,13.0
99.0,100.0,185.0,90.0,-5.5,13.0
135.0,5.0,285.0,70.0,0.0,37.0
103.0,80.0,95.0,20.0,-0.5,35.0
43.0,30.0,55.0,40.0,-2.0,19.0
159.0,135.0,50.0,45.0,-1.5,31.0
151.0,145.0,195.0,70.0,-5.5,28.0
5.0,140.0,50.0,85.0,-5.0,23.0
141.0,70.0,245.0,15.0,-4.5,27.0
145.0,20.0,225.0,90.0,-1.5,39.0
85.0,100.0,165.0,20.0,-4.0,31.0
137.0,60.0,250.0,70.0,-5.5,30.0
171.0,75.0,170.0,0.0,-5.5,39.0
173.0,30.0,180.0,35.0,-3.5,23.0
195.0,60.0,55.0,50.0,-1.5,35.0
151.0,25.0,275.0,50.0,-1.0,23.0
13.0,95.0,60.0,35.0,-3.0,19.0
25.0,135.0,235.0,85.0,-5.0,34.0
19.0,45.0,85.0,50.0,-5.5,27.0
3.0,135.0,145.0,40.0,-1.5,26.0
165.0,45.0,295.0,100.0,0.0,37.0
105.0,135.0,220.0,0.0,0.0,12.0
197.0,120.0,120.0,55.0,-5.5,15.0
117.0,115.0,255.0,60.0,-2.5,31.0
135.0,5.0,65.0,60.0,-2.5,29.0
63.0,100.0,225.0,65.0,-4.0,34.0
37.0,100.0,70.0,25.0,-0.5,26.0
101.0,90.0,200.0,60.0,-1.5,31.0
177.0,20.0,70.0,90.0,-3.0,20.0
111.0,135.0,170.0,40.0,-5.0,29.0
139.0,10.0,265.0,95.0,-4.0,40.0
53.0,5.0,70.0,25.0,-0.5,35.0
47.0,120.0,40.0,80.0,-3.0,19.0
167.0,100.0,40.0,25.0,-1.0,37.0
81.0,15.0,260.0,80.0,-2.5,37.0
41.0,90.0,130.0,20.0,-4.5,22.0
17.0,30.0,110.0,95.0,-4.0,21.0
183.0,65.0,105.0,10.0,-0.5,16.0
69.0,55.0,270.0,75.0,-3.0,25.0
143.0,110.0,225.0,90.0,-2.5,37.0
199.0,70.0,125.0,25.0,-5.0,27.0
97.0,75.0,105.0,75.0,-3.0,40.0
111.0,75.0,35.0,75.0,-3.0,13.0
169.0,105.0,90.0,40.0,-3.5,37.0
109.0,130.0,250.0,65.0,-4.0,36.0
125.0,10.0,155.0,55.0,-2.0,19.0
157.0,55.0,230.0,25.0,-1.5,20.0
87.0,140.0,250.0,45.0,-3.5,38.0
187.0,125.0,50.0,25.0,-2.5,31.0
139.0,120.0,50.0,30.0,-5.5,18.0
17.0,5.0,175.0,90.0,-5.5,39.0
199.0,115.0,55.0,10.0,-3.0,30.0
65.0,55.0,85.0,50.0,-0.5,14.0
173.0,120.0,160.0,25.0,-1.5,38.0
159.0,5.0,60.0,90.0,-4.5,26.0
57.0,105.0,120.0,70.0,-3.0,13.0
185.0,0.0,230.0,15.0,0.0,36.0
63.0,120.0,60.0,5.0,-0.5,13.0
11.0,145.0,65.0,35.0,-1.0,19.0
53.0,105.0,155.0,25.0,-6.0,14.0
165.0,65.0,50.0,55.0,-3.5,22.0
187.0,40.0,175.0,40.0,-2.0,13.0
175.0,135.0,125.0,20.0,-5.5,12.0
141.0,65.0,240.0,30.0,-4.5,13.0
29.0,75.0,70.0,85.0,-3.5,31.0
173.0,110.0,215.0,95.0,-5.0,17.0
41.0,135.0,45.0,60.0,-4.5,31.0
75.0,80.0,145.0,20.0,-3.0,40.0
107.0,95.0,140.0,5.0,-3.0,24.0
129.0,65.0,160.0,25.0,-5.5,38.0
37.0,60.0,50.0,100.0,-3.0,12.0
43.0,90.0,220.0,45.0,-3.5,16.0
163.0,85.0,195.0,95.0,-1.5,33.0
121.0,145.0,180.0,75.0,-1.0,13.0
193.0,100.0,195.0,80.0,-3.5,30.0
7.0,120.0,115.0,50.0,-2.0,35.0
193.0,70.0,80.0,20.0,-3.5,36.0
43.0,100.0,95.0,15.0,0.0,20.0
139.0,140.0,280.0,30.0,-3.0,18.0
125.0,35.0,75.0,20.0,-0.5,26.0
3.0,105.0,245.0,50.0,-2.5,24.0
157.0,100.0,295.0,90.0,-6.0,27.0
53.0,5.0,285.0,15.0,-1.5,24.0
17.0,30.0,145.0,65.0,-2.0,29.0
165.0,130.0,65.0,30.0,-4.0,30.0
73.0,90.0,135.0,85.0,-6.0,33.0
121.0,20.0,200.0,10.0,-1.5,33.0
137.0,20.0,75.0,100.0,-5.0,14.0
123.0,25.0,160.0,35.0,-1.0,40.0
147.0,130.0,175.0,0.0,-2.5,23.0
27.0,90.0,190.0,80.0,-4.0,20.0
181.0,60.0,135.0,70.0,-6.0,25.0
181.0,115.0,185.0,90.0,-0.5,34.0
135.0,145.0,70.0,65.0,-3.0,18.0
7.0,60.0,120.0,40.0,-3.5,13.0
31.0,110.0,290.0,85.0,-0.5,30.0
75.0,85.0,225.0,90.0,-2.0,28.0
185.0,95.0,175.0,10.0,-4.5,33.0
103.0,15.0,155.0,60.0,-0.5,29.0
37.0,10.0,235.0,45.0,-1.5,39.0
131.0,20.0,95.0,95.0,-1.0,26.0
115.0,25.0,160.0,30.0,-4.5,34.0
125.0,55.0,115.0,90.0,-2.0,24.0
173.0,65.0,275.0,40.0,-4.5,14.0
99.0,15.0,250.0,75.0,-5.5,15.0
181.0,85.0,200.0,50.0,-2.5,37.0
77.0,40.0,65.0,30.0,-3.5,18.0
71.0,90.0,260.0,10.0,-1.0,34.0
77.0,120.0,170.0,25.0,-1.5,36.0
199.0,100.0,50.0,55.0,-2.5,29.0
15.0,0.0,80.0,85.0,-1.5,15.0
85.0,150.0,155.0,80.0,-4.0,33.0
97.0,150.0,215.0,85.0,-4.0,26.0
15.0,45.0,260.0,50.0,-2.0,39.0
71.0,105.0,260.0,25.0,-4.0,20.0
15.0,140.0,165.0,20.0,-2.0,32.0
107.0,90.0,135.0,35.0,-1.5,19.0
49.0,60.0,160.0,10.0,-5.0,32.0
153.0,55.0,60.0,65.0,-5.0,31.0
69.0,150.0,110.0,70.0,-4.5,21.0
127.0,45.0,185.0,65.0,-0.5,26.0
153.0,105.0,130.0,95.0,-0.5,29.0
37.0,40.0,245.0,20.0,-5.5,25.0
133.0,35.0,290.0,55.0,-3.0,35.0
111.0,90.0,45.0,20.0,-2.5,15.0
45.0,115.0,185.0,25.0,-5.0,15.0
193.0,70.0,230.0,85.0,-5.5,29.0
9.0,115.0,170.0,40.0,-1.0,16.0
5.0,45.0,245.0,5.0,-5.5,30.0
189.0,20.0,235.0,65.0,-3.0,32.0
11.0,80.0,285.0,80.0,-5.5,30.0
51.0,95.0,290.0,45.0,-3.0,31.0
167.0,125.0,85.0,15.0,-5.5,35.0
137.0,85.0,35.0,60.0,-5.5,32.0
95.0,100.0,50.0,95.0,-2.0,33.0
59.0,35.0,130.0,85.0,-3.0,17.0
63.0,25.0,190.0,70.0,-2.0,21.0
175.0,55.0,200.0,70.0,-6.0,31.0
119.0,40.0,130.0,10.0,-5.0,28.0
183.0,95.0,150.0,95.0,-1.0,25.0
183.0,135.0,150.0,50.0,-4.5,23.0
87.0,145.0,165.0,65.0,-4.5,23.0
87.0,55.0,75.0,10.0,-4.0,21.0
19.0,55.0,195.0,35.0,-5.0,25.0
73.0,80.0,55.0,55.0,-5.0,21.0
59.0,60.0,205.0,45.0,-4.0,14.0
83.0,80.0,160.0,40.0,-5.0,20.0
119.0,120.0,195.0,65.0,-5.0,33.0
45.0,40.0,70.0,65.0,-5.0,18.0
173.0,30.0,125.0,65.0,-4.0,22.0
69.0,20.0,50.0,40.0,-4.5,22.0
111.0,100.0,165.0,60.0,-4.5,26.0
49.0,85.0,80.0,55.0,-5.0,17.0
69.0,15.0,35.0,60.0,-5.0,31.0
23.0,140.0,285.0,75.0,-3.0,23.0
59.0,50.0,250.0,50.0,-3.5,19.0
33.0,50.0,70.0,35.0,-1.0,36.0
15.0,150.0,45.0,70.0,-5.0,38.0
117.0,15.0,270.0,10.0,-4.0,27.0
167.0,35.0,225.0,70.0,-2.0,16.0
93.0,25.0,50.0,15.0,-3.0,22.0
145.0,115.0,155.0,40.0,-3.5,22.0
151.0,75.0,170.0,5.0,-4.0,34.0
121.0,130.0,270.0,50.0,-1.5,20.0
185.0,85.0,125.0,65.0,-5.5,32.0
37.0,90.0,285.0,45.0,-2.0,32.0
185.0,0.0,160.0,60.0,-2.5,17.0
155.0,20.0,210.0,35.0,-2.5,22.0
65.0,35.0,270.0,65.0,-5.0,27.0
81.0,125.0,170.0,85.0,-2.5,12.0
91.0,145.0,115.0,25.0,-2.0,34.0
133.0,110.0,230.0,70.0,-1.0,15.0
25.0,100.0,270.0,80.0,-4.0,14.0
79.0,30.0,60.0,80.0,-5.5,29.0
61.0,90.0,90.0,60.0,-0.5,15.0
147.0,100.0,250.0,35.0,-1.0,31.0
183.0,65.0,45.0,25.0,-5.0,28.0
25.0,60.0,190.0,95.0,-5.0,16.0
161.0,40.0,210.0,35.0,-0.5,19.0
95.0,25.0,135.0,85.0,-2.0,32.0
123.0,115.0,295.0,90.0,-4.5,30.0
193.0,145.0,30.0,95.0,-0.5,32.0
89.0,40.0,110.0,45.0,-4.5,18.0
19.0,125.0,85.0,55.0,-2.0,15.0
57.0,80.0,245.0,45.0,0.0,33.0
107.0,80.0,285.0,95.0,-4.5,35.0
7.0,20.0,140.0,90.0,-6.0,23.0
109.0,145.0,35.0,25.0,-1.5,33.0
19.0,115.0,190.0,50.0,-2.0,25.0
51.0,80.0,100.0,50.0,-1.5,39.0
115.0,70.0,50.0,65.0,-5.0,26.0
31.0,60.0,125.0,80.0,-3.0,35.0
111.0,5.0,190.0,80.0,-5.5,28.0
39.0,95.0,285.0,20.0,-3.5,35.0
35.0,75.0,220.0,5.0,-5.5,32.0
137.0,30.0,195.0,50.0,-3.0,39.0
41.0,135.0,210.0,30.0,-3.0,12.0
155.0,55.0,275.0,5.0,-5.5,23.0
159.0,15.0,60.0,95.0,-5.0,30.0
121.0,80.0,45.0,80.0,-0.5,30.0
149.0,135.0,290.0,45.0,-1.5,19.0
7.0,70.0,120.0,15.0,-3.0,32.0
157.0,90.0,145.0,0.0,-5.5,16.0
117.0,45.0,180.0,5.0,-5.5,25.0
21.0,145.0,90.0,5.0,-1.0,24.0
39.0,10.0,165.0,40.0,-4.5,34.0
147.0,50.0,270.0,85.0,0.0,24.0
127.0,85.0,30.0,30.0,-3.0,27.0
7.0,0.0,115.0,100.0,-1.0,26.0
151.0,110.0,280.0,30.0,-2.0,31.0
199.0,115.0,75.0,70.0,0.0,38.0
53.0,25.0,235.0,45.0,-5.0,32.0
143.0,90.0,165.0,75.0,-2.0,28.0
9.0,150.0,30.0,80.0,-1.0,26.0
145.0,40.0,185.0,35.0,-3.0,25.0
11.0,145.0,215.0,55.0,-1.0,17.0
63.0,25.0,260.0,25.0,-0.5,26.0
55.0,140.0,190.0,60.0,-4.0,16.0
139.0,85.0,245.0,95.0,-1.0,21.0
75.0,40.0,145.0,75.0,-6.0,34.0
37.0,25.0,205.0,35.0,-3.0,30.0
147.0,105.0,105.0,85.0,-3.5,13.0
81.0,130.0,255.0,20.0,-0.5,36.0
105.0,5.0,295.0,15.0,-6.0,27.0
121.0,70.0,210.0,20.0,-1.5,32.0
175.0,85.0,135.0,15.0,0.0,23.0
177.0,85.0,35.0,100.0,-2.0,23.0
71.0,120.0,215.0,10.0,-3.5,17.0
99.0,80.0,155.0,15.0,-4.5,35.0
1.0,25.0,105.0,90.0,-1.0,39.0
177.0,90.0,130.0,15.0,-1.5,27.0
29.0,100.0,115.0,15.0,-4.5,26.0
181.0,85.0,75.0,45.0,-3.5,14.0
5.0,100.0,220.0,10.0,-4.5,15.0
89.0,110.0,75.0,70.0,-4.0,32.0
91.0,50.0,140.0,55.0,-3.0,27.0
77.0,25.0,275.0,75.0,-1.5,23.0
67.0,0.0,270.0,90.0,-6.0,15.0
129.0,75.0,100.0,0.0,-2.0,27.0
113.0,120.0,240.0,55.0,-2.0,34.0
163.0,30.0,165.0,55.0,-2.0,22.0
99.0,80.0,140.0,45.0,-3.0,29.0
125.0,75.0,250.0,40.0,-4.5,21.0
109.0,75.0,275.0,15.0,-2.0,30.0
55.0,140.0,185.0,30.0,0.0,25.0
181.0,95.0,195.0,100.0,-2.5,20.0
83.0,35.0,210.0,80.0,-2.0,19.0
115.0,100.0,255.0,65.0,-5.5,14.0
39.0,50.0,145.0,60.0,-3.0,37.0
171.0,55.0,235.0,75.0,-2.5,26.0
23.0,145.0,255.0,25.0,-4.0,33.0
131.0,150.0,125.0,70.0,-1.5,31.0
87.0,120.0,85.0,90.0,-4.0,14.0
83.0,125.0,225.0,15.0,-3.0,33.0
13.0,95.0,195.0,40.0,-3.0,32.0
89.0,95.0,265.0,40.0,-4.5,19.0
77.0,65.0,85.0,35.0,-2.5,22.0
125.0,135.0,250.0,30.0,-0.5,25.0
101.0,105.0,270.0,5.0,-1.0,21.0
155.0,140.0,160.0,75.0,-3.5,18.0
89.0,125.0,95.0,20.0,-4.5,22.0
113.0,15.0,105.0,45.0,-3.0,21.0
3.0,110.0,40.0,50.0,-4.5,13.0
165.0,85.0,50.0,85.0,-3.0,16.0
11.0,125.0,150.0,35.0,-5.5,23.0
19.0,140.0,140.0,5.0,-0.5,33.0
173.0,70.0,175.0,15.0,-0.5,23.0
29.0,10.0,80.0,90.0,-4.5,27.0
15.0,115.0,70.0,90.0,-5.5,12.0
91.0,90.0,235.0,35.0,-3.5,33.0
1.0,140.0,290.0,80.0,-2.0,38.0
45.0,125.0,190.0,15.0,-4.0,39.0
57.0,40.0,125.0,65.0,-3.5,14.0
27.0,25.0,240.0,10.0,-6.0,28.0
103.0,45.0,215.0,5.0,-2.5,21.0
51.0,85.0,35.0,35.0,-4.5,14.0
119.0,145.0,85.0,85.0,-0.5,26.0
125.0,135.0,260.0,70.0,-5.0,36.0
155.0,40.0,150.0,10.0,-6.0,24.0
23.0,85.0,240.0,5.0,-0.5,32.0
89.0,30.0,40.0,60.0,-0.5,24.0
21.0,25.0,265.0,55.0,-2.5,27.0
23.0,25.0,175.0,80.0,-1.0,31.0
149.0,130.0,300.0,55.0,-1.0,15.0
41.0,0.0,280.0,45.0,-1.5,25.0
175.0,55.0,255.0,20.0,-4.5,29.0
193.0,70.0,270.0,35.0,-1.0,17.0
199.0,140.0,85.0,45.0,-2.0,34.0
109.0,80.0,130.0,0.0,-3.0,35.0
165.0,30.0,255.0,70.0,-1.0,34.0
159.0,95.0,180.0,90.0,-3.0,20.0
137.0,40.0,230.0,30.0,0.0,24.0
71.0,5.0,260.0,30.0,-2.5,12.0
109.0,95.0,100.0,95.0,-2.0,14.0
179.0,135.0,230.0,30.0,-2.0,38.0
179.0,85.0,275.0,20.0,-1.0,14.0
143.0,70.0,180.0,25.0,-6.0,18.0
